train_1/target_q,train_1/subgoal_succ_rate,train_0/q_grads_std,train_1/fw_bonus,train_1/reward,train_0/fw_loss,train_1/q_grads,train_1/mu_grads_std,test/success_rate,train/episodes,train_1/reward_-1.0_frac,train_0/mu_loss,policy/steps,train_1/q_grads_std,train_0/next_q,train/success_rate,test_1/avg_q,train_1/mu_loss,epoch,train_1/current_q,train_1/next_q,train_1/n_subgoals,train_0/reward_-1.0_frac,test_1/subgoal_succ_rate,test_0/avg_q,train_0/target_q,train_1/fw_loss,train_0/fw_bonus,test/episodes,train_0/mu_grads_std,train_0/reward_-0.0_frac,train_0/q_loss,train_1/avg_q,train_0/current_q,train_0/avg_q,test_1/n_subgoals,train_1/mu_grads,train_1/reward_-0.0_frac,train_1/q_loss,train_0/q_grads,train_0/reward,train_0/mu_grads,train_1/reward_-27.0_frac
-9.619762307977632,0.014814814814814815,0.12346043307334184,-0.992623008787632,-2.577293937824288,0.03312217276543379,0.011024541361257434,0.13688361831009388,0.0,100.0,0.0087158203125,5.633880008840199,90225.0,0.11223370004445314,-5.591626794944354,0.0,-17.227497850809605,9.003813410900232,0,-9.657740402915696,-9.10751512087256,2700.0,0.0008056640625,0.0,-0.3311466009328934,-5.723445365517678,0.0701624795794487,-0.9961468905210495,25.0,0.15451740249991416,0.0,1.2483400335715498,-11.888970009381833,-5.626180854549444,-4.273087883796797,675.0,-0.01575765493325889,0.0,1.7250947103568772,0.0031807819730602207,-0.6353709484894352,-0.014036682387813925,0.0
-9.49698241064913,0.0022222222222222222,0.1379382211714983,-0.9909062817692756,-2.5849397064306685,0.01781450994312763,0.001664084050571546,0.17796917743980883,0.0,200.0,0.003955078125,6.928913316547368,181255.0,0.12825625501573085,-6.875095363106981,0.0,-20.21936520298507,7.656612699142917,1,-9.515953710244492,-8.926053184253442,2700.0,0.008837890625,0.5196150999259808,-25.208214775847708,-7.138783118904985,0.08301733918488026,-0.9979490607976913,50.0,0.2101319722831249,0.0,0.5380403703430746,-19.504167168989547,-6.9714312179738815,-14.412883941194641,1351.0,-0.02685527866706252,0.0,0.7809377975737675,0.0046039805980399254,-0.6245421973861085,-0.021552959410473704,0.0
-10.772271077105,0.0,0.1512095332145691,-0.9893167600035667,-2.5601709894552185,0.01389369685202837,-0.01335488772019744,0.20774647258222104,0.0,300.0,0.003466796875,8.340779685550446,272380.0,0.14391069263219833,-8.324663718559528,0.0,-18.281353521180502,8.910331618482578,2,-10.795202155347631,-10.569289533188641,2700.0,0.0121826171875,0.0,-26.99963023796907,-8.527778088004005,0.09491963256150485,-0.9984106600284577,75.0,0.24152043275535107,0.0,0.5649502777510461,-19.960276698917124,-8.38354334190132,-26.34809043435909,675.0,-0.04875753493979573,0.0,1.4277975809547507,0.003376049274811521,-0.6208673142682528,-0.021085585467517376,0.0
-10.22017536370442,0.001851851851851852,0.16215060278773308,-0.988451860845089,-2.569641044931268,0.012575054354965687,-0.01785332253202796,0.22860637940466405,0.0,400.0,0.0027099609375,9.18832513141955,363407.0,0.1591598890721798,-9.197338318350598,0.0,-18.686230492047944,8.309482366899044,3,-10.246467032922727,-9.767327414114275,2700.0,0.022802734375,0.0,-26.944979818433104,-9.403287006027025,0.10139592159539461,-0.9985658973455429,100.0,0.267011521011591,0.0,0.5321489571296767,-19.4089865083312,-9.245116759268647,-26.486881855197716,675.0,-0.050989515334367755,0.0,1.1054643656404255,0.0038607108464930205,-0.6230667700150662,-0.029768311278894545,0.0
-10.746681055918708,0.0007407407407407407,0.17248484827578067,-0.9872332096099854,-2.6501957526859767,0.011787805799394846,-0.02761541251093149,0.24668686054646968,0.0,500.0,0.0026123046875,9.289292906590534,454493.0,0.17676346749067307,-9.286945462292648,0.0,-19.302821664596596,8.741857479103512,4,-10.782632572060017,-10.403560178914859,2700.0,0.0375732421875,0.0,-26.999929045352925,-9.466490618213369,0.11052125673741102,-0.9986585840582848,125.0,0.29178272411227224,0.0,0.5038637235268164,-19.616291049018276,-9.299616385104722,-26.71782025472871,675.0,-0.055573250725865365,0.0,1.0049966757528483,0.0006654695695033297,-0.6275210931009496,-0.02608896973542869,0.0
-11.305017395509173,0.0,0.18015443682670593,-0.9846630230545997,-2.662700179702006,0.012973999069072307,-0.035916884802281855,0.25963702201843264,0.0,600.0,0.00224609375,9.1942943039582,544966.0,0.18947411924600602,-9.195436681950856,0.01,-18.179454278929548,8.674311725997397,5,-11.331367193136265,-10.931153944857266,2676.0,0.033544921875,0.0,-26.992224335661426,-9.43470187136422,0.12976671662181616,-0.9985189378261566,150.0,0.3124516882002354,0.0,0.45298916519664545,-20.00754251611409,-9.253376145679812,-26.91166097884526,675.0,-0.05792636163532734,0.0,1.011463312348948,0.001630786614259705,-0.6461080065186252,-0.027783252112567425,0.0
-12.66693275551144,0.0,0.1901554398238659,-0.9831008747220039,-2.6425342484479186,0.014770543482154608,-0.03890636116266251,0.2732163481414318,0.0,700.0,0.0014404296875,9.617366321437448,636063.0,0.20183338075876237,-9.615046784666221,0.01,-18.410127384946946,9.246600175076795,6,-12.709011005523461,-12.42507469204247,2699.0,0.0459228515625,0.0,-26.99688633736183,-9.879539601868084,0.14146411344408988,-0.9983074396848679,175.0,0.3269860990345478,0.0,0.5513417215673455,-20.10495687401302,-9.732961579316427,-26.821224398181055,675.0,-0.060054993629455565,0.0,1.6465676024068152,0.005977860826533288,-0.6884440453435673,-0.03113663597032428,0.0
-12.562925338829286,0.0,0.20256944932043552,-0.9813598290085792,-2.623239126280896,0.01549588730558753,-0.04134440701454878,0.28926457166671754,0.0,800.0,0.0009521484375,9.960952744313914,726939.0,0.21354384012520314,-9.942749680674591,0.02,-18.51908736482575,8.89865417094149,7,-12.567833166117106,-12.165754119180601,2692.0,0.0293701171875,0.0,-26.999727028283516,-10.229945552173573,0.15450098551809788,-0.9982220306992531,200.0,0.33916515931487085,0.0,0.6672664114011282,-20.074248215837308,-10.086462260365515,-26.947364846408693,675.0,-0.057952103391289714,0.0,1.7566428402069743,0.009554937900975346,-0.7324778724600037,-0.03762282244861126,0.0
-14.088799474348727,0.0,0.212957726418972,-0.979309706389904,-2.7130708362226867,0.015907307085581125,-0.0430750735104084,0.302261171489954,0.0,900.0,0.0005859375,10.290555223991428,818064.0,0.2309630148112774,-10.258170695497181,0.0,-17.63897770936502,9.56357270754325,8,-14.099039886534666,-13.836837327275356,2700.0,0.028076171875,0.0,-26.999999999987494,-10.596738043458313,0.1698521513491869,-0.9981735929846763,225.0,0.350945645570755,0.0,0.8366158315274248,-20.164232993405886,-10.45398504796477,-26.999831893303885,675.0,-0.06070263311266899,0.0,2.3021109520148135,0.011807261407375336,-0.7832592200786166,-0.038431127369403836,0.0
-14.690758059425354,0.027777777777777776,0.22677223421633244,-0.9761170253157616,-2.678123498208515,0.018056043423712254,-0.04541160799562931,0.3141385234892368,0.0,1000.0,0.0001220703125,10.833190063562663,907837.0,0.2411393690854311,-10.799957387437107,0.01,-17.41902908068881,9.534249354584494,9,-14.657024975396812,-14.559439643073683,2700.0,0.01064453125,0.018950437317784258,-26.007796938306118,-11.15431563878321,0.19375883378088474,-0.9979206323623657,250.0,0.365374818444252,0.0,1.069929576520194,-19.808798552754368,-11.01664352458928,-24.122095587625942,686.0,-0.05811556512489915,0.0,3.117006913603201,0.01132285064086318,-0.833440117587088,-0.040756750572472814,0.0
-14.130327564794431,0.018202080237741457,0.23747014701366426,-0.97339678555727,-2.674586991453907,0.020145556749776007,-0.04952264130115509,0.321127837896347,0.0,1100.0,2.44140625e-05,10.94717933369736,997684.0,0.24633689746260642,-10.911160350091855,0.01,-19.073704019264905,9.821801342676569,10,-14.097674751371063,-13.752505438313065,2692.0,0.00361328125,0.0,-26.797459371873458,-11.313244629065892,0.21412795186042785,-0.9976746201515198,275.0,0.3803527869284153,0.0,1.1747856000817136,-19.418345041410895,-11.174029388456109,-26.1393658400012,675.0,-0.057581630907952784,0.0,2.9153716747253116,0.009526139055378736,-0.8751632856721698,-0.03952377829700708,0.0
-12.707546556671481,0.009259259259259259,0.2470796201378107,-0.9713085740804672,-2.7038928190566365,0.020106205809861423,-0.05359846781939268,0.3237973891198635,0.0,1200.0,0.0,10.96359183694519,1088344.0,0.2484206311404705,-10.92606649284088,0.0,-18.084680783098978,9.81601166109649,11,-12.722379191101561,-12.309063823627667,2700.0,0.0032470703125,0.01608187134502924,-26.592291449369444,-11.327463298920076,0.2297644391655922,-0.997679254412651,300.0,0.39218498319387435,0.0,1.1414238612100938,-19.702275311662472,-11.189346933149668,-26.43574488909021,684.0,-0.061004726029932496,0.0,1.3470825555278119,0.009898147103376687,-0.8772884671914654,-0.038857770059257744,0.0
-12.749540781224635,0.00334696913350688,0.2560091309249401,-0.9673044919967652,-2.6874376963427493,0.023250841535627842,-0.055409788899123666,0.3292434595525265,0.0,1300.0,0.0,11.173916770975747,1178979.0,0.25200279504060746,-11.132905306605533,0.01,-18.843263789715724,9.089308429839951,12,-12.702686838195689,-12.374190997993065,2689.0,0.00146484375,0.0,-26.99999999642317,-11.55886463037712,0.25974698811769487,-0.9973090395331383,325.0,0.40363633036613467,0.0,1.0077526601003217,-19.99759346147687,-11.409200350248259,-26.74219900556846,675.0,-0.05911914054304361,0.0,2.230996811305867,0.008598204236477613,-0.8907090957789479,-0.042333511542528866,0.0
-14.471154507692432,0.0,0.26311194971203805,-0.9658817157149315,-2.7500153530600073,0.024062482872977853,-0.05837219832465053,0.3317857407033443,0.12,1400.0,0.0,10.938867197189097,1269582.0,0.2554806970059872,-10.887588841781831,0.0,-18.654208584132697,9.923048531344074,13,-14.421102248412343,-14.223406772970117,2700.0,0.00224609375,0.0,-27.0,-11.324125020717146,0.2704006195068359,-0.9972134828567505,350.0,0.4134718604385853,0.0,0.9477574841378675,-19.991813529905038,-11.174552584503259,-26.999393990037408,658.0,-0.06003891350701451,0.0,3.170836000222664,0.008852438512258231,-0.884038478475486,-0.04379410138353705,0.0
